gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM3937934,NASH cirrhosis Liver,,,,,total RNA,Homo sapiens,GPL21825,NASH cirrhosis Liver,RNA,NASH cirrhosis Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937934/suppl/GSM3937934_R2.txt.gz,Liver fibroblasts from NASH cirrhosis patient1
GSM3937935,NASH cirrhosis Liver,,,,,total RNA,Homo sapiens,GPL21825,NASH cirrhosis Liver,RNA,NASH cirrhosis Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937935/suppl/GSM3937935_R3.txt.gz,Liver fibroblasts from NASH cirrhosis patient2
GSM3937936,NASH cirrhosis Liver,,,,,total RNA,Homo sapiens,GPL21825,NASH cirrhosis Liver,RNA,NASH cirrhosis Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937936/suppl/GSM3937936_R4.txt.gz,Liver fibroblasts from NASH cirrhosis patient3
GSM3937937,NASH cirrhosis Liver,,,,,total RNA,Homo sapiens,GPL21825,NASH cirrhosis Liver,RNA,NASH cirrhosis Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937937/suppl/GSM3937937_R11.txt.gz,Liver fibroblasts from NASH cirrhosis patient4
GSM3937938,Normal Liver,,,,,total RNA,Homo sapiens,GPL21825,Normal Liver,RNA,Normal Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937938/suppl/GSM3937938_S2.txt.gz,Liver fibroblasts from patient 1 without NAFLD
GSM3937939,Normal Liver,,,,,total RNA,Homo sapiens,GPL21825,Normal Liver,RNA,Normal Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937939/suppl/GSM3937939_S3.txt.gz,Liver fibroblasts from patient 2 without NAFLD
GSM3937940,Normal Liver,,,,,total RNA,Homo sapiens,GPL21825,Normal Liver,RNA,Normal Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937940/suppl/GSM3937940_S4.txt.gz,Liver fibroblasts from patient 3 without NAFLD
GSM3937941,Normal Liver,,,,,total RNA,Homo sapiens,GPL21825,Normal Liver,RNA,Normal Liver fibroblasts,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3937nnn/GSM3937941/suppl/GSM3937941_S11.txt.gz,Liver fibroblasts from patient 4 without NAFLD
