gsm,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__genotype,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM8580360,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,WT,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423569,,"HL-7702 cells, WT, 1"
GSM8580361,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,WT,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423570,,"HL-7702 cells, WT, 2"
GSM8580362,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,WT,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423571,,"HL-7702 cells, WT, 3"
GSM8580363,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,GCN5 KO,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423572,,"HL-7702 cells, KO, 1"
GSM8580364,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,GCN5 KO,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423573,,"HL-7702 cells, KO, 2"
GSM8580365,free fatty acid,DNBSEQ-T7,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL29480,HL-7702,hepatocyte,GCN5 KO,free fatty acid,SRA,HL-7702,https://www.ncbi.nlm.nih.gov/sra?term=SRX26423574,,"HL-7702 cells, KO, 3"
