gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__genotype,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM8125776,Cell line,control peptide P-T3H2-2A,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,control peptide P-T3H2-2A,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839130,,P-T3H2-2A-1
GSM8125777,Cell line,control peptide P-T3H2-2A,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,control peptide P-T3H2-2A,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839131,,P-T3H2-2A-2
GSM8125778,Cell line,control peptide P-T3H2-2A,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,control peptide P-T3H2-2A,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839132,,P-T3H2-2A-3
GSM8125779,Cell line,peptide P-T3H2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,peptide P-T3H2,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839133,,P-T3H2-1
GSM8125780,Cell line,peptide P-T3H2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,peptide P-T3H2,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839134,,P-T3H2-2
GSM8125781,Cell line,peptide P-T3H2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Huh-7,hepatoma carcinoma cell,WT,Cell line,peptide P-T3H2,SRA,Cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23839135,,P-T3H2-3
