gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__genotype,raw__strain,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM6234834,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675781,,L18_Humanized control liver- ZT18
GSM6234835,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675782,,L7-2_Humanized control liver- ZT18
GSM6234836,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675783,,P1_Humanized NASH control liver- ZT2
GSM6234837,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675784,,P2_Humanized NASH control liver- ZT2
GSM6234838,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675785,,P3_Humanized NASH control liver- ZT2
GSM6234839,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675786,,P4_Humanized NASH control liver- ZT2
GSM6234840,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675787,,P5_Humanized NASH control liver- ZT10
GSM6234841,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675788,,P6_Humanized NASH control liver- ZT10
GSM6234842,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675789,,P7_Humanized NASH control liver- ZT10
GSM6234843,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675790,,P8_Humanized NASH control liver- ZT10
GSM6234844,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675791,,P9_Humanized NASH control liver- ZT18
GSM6234845,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675792,,P10_Humanized NASH control liver- ZT18
GSM6234846,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675793,,P11_Humanized NASH control liver- ZT18
GSM6234847,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675794,,P12_Humanized NASH control liver- ZT18
GSM6234848,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675795,,Q1_Humanized NASH CJ liver- ZT2
GSM6234849,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675796,,Q2_Humanized NASH CJ liver- ZT2
GSM6234850,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675797,,Q3_Humanized NASH CJ liver- ZT2
GSM6234851,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675798,,Q4_Humanized NASH CJ liver- ZT2
GSM6234852,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675799,,Q5_Humanized NASH CJ liver- ZT10
GSM6234853,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675800,,Q6_Humanized NASH CJ liver- ZT10
GSM6234854,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675801,,Q7_Humanized NASH CJ liver- ZT10
GSM6234855,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675802,,Q8_Humanized NASH CJ liver- ZT10
GSM6234856,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675803,,Q9_Humanized NASH CJ liver- ZT18
GSM6234857,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675804,,Q10_Humanized NASH CJ liver- ZT18
GSM6234858,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675805,,Q11_Humanized NASH CJ liver- ZT18
GSM6234859,h-Liver,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-Liver,SRA,Humanized NASH CJ liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675806,,Q12_Humanized NASH CJ liver- ZT18
GSM6234860,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675807,,T1_Humanized control HCC- ZT2
GSM6234861,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675808,,T2_Humanized control HCC- ZT2
GSM6234862,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675809,,T1-2_Humanized control HCC- ZT2
GSM6234863,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675810,,T1-3_Humanized control HCC- ZT2
GSM6234864,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675811,,T8_Humanized control HCC- ZT10
GSM6234865,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675812,,T9_Humanized control HCC- ZT10
GSM6234866,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675813,,T7-2_Humanized control HCC- ZT10
GSM6234867,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675814,,T7-3_Humanized control HCC- ZT10
GSM6234868,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675815,,T13_Humanized control HCC- ZT18
GSM6234869,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675816,,T15_Humanized control HCC- ZT18
GSM6234870,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675817,,T13-2_Humanized control HCC- ZT18
GSM6234871,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675818,,T16_Humanized control HCC- ZT18
GSM6234872,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675819,,T6_Humanized CJ HCC- ZT2
GSM6234873,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675820,,T3_Humanized CJ HCC- ZT2
GSM6234874,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675821,,T4_Humanized CJ HCC- ZT2
GSM6234875,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675822,,T5_Humanized CJ HCC- ZT2
GSM6234876,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675823,,T1-4_Humanized CJ HCC- ZT2
GSM6234877,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675824,,T1-5_Humanized CJ HCC- ZT2
GSM6234878,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675825,,T7_Humanized CJ HCC- ZT10
GSM6234879,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675826,,T10_Humanized CJ HCC- ZT10
GSM6234880,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675827,,T11_Humanized CJ HCC- ZT10
GSM6234881,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675828,,T12_Humanized CJ HCC- ZT10
GSM6234882,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675829,,T7-5_Humanized CJ HCC- ZT10
GSM6234883,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675830,,T7-4_Humanized CJ HCC- ZT10
GSM6234884,h-HCC,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens | Mus musculus,GPL16512,"Fah-/-, Il2rg-/-, Rag2-/-","(129Sv or hybrid 129Sv-C57BL/ 6j), (B6.129S4- Il2rgtm1Wjl/J), (RagN12)",h-HCC,SRA,Humanized CJ HCC,https://www.ncbi.nlm.nih.gov/sra?term=SRX15675831,,T17_Humanized CJ HCC- ZT18
