gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM5135570,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean_001,,,NAFT18012_P1A1_D14_49_S18
GSM5135571,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean_002,,,NAFT18012_P1A2_D14_50_S21
GSM5135572,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean_003,,,NAFT18012_P1A3_D14_51_S1
GSM5135573,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18012_P1A4_D14_52_S4
GSM5135574,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18012_P1A5_D14_53_S7
GSM5135575,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18012_P1A6_D14_54_S10
GSM5135576,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18013_P1A2_D14_02_S3
GSM5135577,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18013_P1A3_D14_03_S6
GSM5135578,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18013_P1A4_D14_04_S9
GSM5135579,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18013_P1A5_D14_05_S12
GSM5135580,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18013_P1A6_D14_06_S15
GSM5135581,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18014_P1A1_D14_85_S13
GSM5135582,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18014_P1A2_D14_86_S16
GSM5135583,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18014_P1A3_D14_87_S19
GSM5135584,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18014_P1A4_D14_88_S22
GSM5135585,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18014_P1A5_D14_89_S2
GSM5135586,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18014_P1A6_D14_90_S5
GSM5135587,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18015_P1A1_D14_145_S8
GSM5135588,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18015_P1A2_D14_146_S11
GSM5135589,Liver MPS co-culture tissue,Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean,SRA,Liver_MPS_Lean,,,NAFT18015_P1A3_D14_147_S14
GSM5135590,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18015_P1A4_D14_148_S17
GSM5135591,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18015_P1A5_D14_149_S20
GSM5135592,Liver MPS co-culture tissue,Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat,SRA,Liver_MPS_Fat,,,NAFT18015_P1A6_D14_150_S23
GSM5135593,Liver MPS co-culture tissue,Lean_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS,SRA,Liver_MPS_Lean_LPS,,,NAFT18012_P1B3_D14_57_S10
GSM5135594,Liver MPS co-culture tissue,Lean_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_TGF-B,SRA,Liver_MPS_Lean_TGF-B,,,NAFT18012_P2A1_D14_61_S13
GSM5135595,Liver MPS co-culture tissue,Fat_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_TGF-B,SRA,Liver_MPS_Fat_TGF-B,,,NAFT18012_P2A5_D14_65_S16
GSM5135596,Liver MPS co-culture tissue,Lean_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose,SRA,Liver_MPS_Lean_Fructose,,,NAFT18012_P2B3_D14_69_S19
GSM5135597,Liver MPS co-culture tissue,Lean_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_TGF-B,SRA,Liver_MPS_Lean_LPS_TGF-B,,,NAFT18012_P3A1_D14_73_S22
GSM5135598,Liver MPS co-culture tissue,Fat_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_TGF-B,SRA,Liver_MPS_Fat_LPS_TGF-B,,,NAFT18012_P3A5_D14_77_S2
GSM5135599,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18012_P3B3_D14_81_S5
GSM5135600,Liver MPS co-culture tissue,Lean_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_Fructose,SRA,Liver_MPS_Lean_LPS_Fructose,,,NAFT18013_P1B1_D14_07_S1
GSM5135601,Liver MPS co-culture tissue,Fat_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_Fructose,SRA,Liver_MPS_Fat_LPS_Fructose,,,NAFT18013_P1B5_D14_11_S3
GSM5135602,Liver MPS co-culture tissue,Lean_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose_Cholesterol,SRA,Liver_MPS_Lean_Fructose_Cholesterol,,,NAFT18013_P2A3_D14_15_S6
GSM5135603,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,SRA,Liver_MPS_Lean_Fructose_TGF-B,,,NAFT18013_P2B1_D14_19_S9
GSM5135604,Liver MPS co-culture tissue,Fat_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose_TGF-B,SRA,Liver_MPS_Fat_Fructose_TGF-B,,,NAFT18013_P2B5_D14_23_S12
GSM5135605,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18013_P3A3_D14_27_S15
GSM5135606,Liver MPS co-culture tissue,Reduced_Lean_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_Lean_LPS_Fructose,SRA,Liver_MPS_Reduced_Lean_LPS_Fructose,,,NAFT18013_P3B1_D14_31_S18
GSM5135607,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Fructose,SRA,Liver_MPS_Reduced_NPC_Fat_LPS_Fructose,,,NAFT18013_P3B5_D14_35_S21
GSM5135608,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose_TGF-B,SRA,Liver_MPS_Reduced_NPC_Lean_Fructose_TGF-B,,,NAFT18013_P4B1_D14_43_S4
GSM5135609,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_TGF-B,SRA,Liver_MPS_Reduced_NPC_Fat_Fructose_TGF-B,,,NAFT18013_P4B5_D14_47_S7
GSM5135610,Liver MPS co-culture tissue,Lean_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_Cholesterol,SRA,Liver_MPS_Lean_LPS_Cholesterol,,,NAFT18014_P1B1_D14_91_S8
GSM5135611,Liver MPS co-culture tissue,Fat_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_Cholesterol,SRA,Liver_MPS_Fat_LPS_Cholesterol,,,NAFT18014_P1B5_D14_95_S11
GSM5135612,Liver MPS co-culture tissue,Lean_TGF-B_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_TGF-B_Cholesterol,SRA,Liver_MPS_Lean_TGF-B_Cholesterol,,,NAFT18014_P2A3_D14_99_S14
GSM5135613,Liver MPS co-culture tissue,Lean_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Cholesterol,SRA,Liver_MPS_Lean_Cholesterol,,,NAFT18014_P2B1_D14_103_S17
GSM5135614,Liver MPS co-culture tissue,Fat_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Cholesterol,SRA,Liver_MPS_Fat_Cholesterol,,,NAFT18014_P2B5_D14_107_S20
GSM5135615,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18014_P3A3_D14_111_S23
GSM5135616,Liver MPS co-culture tissue,Fat_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS,SRA,Liver_MPS_Fat_LPS,,,NAFT18012_P1B4_D14_58_S11
GSM5135617,Liver MPS co-culture tissue,Lean_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_TGF-B,SRA,Liver_MPS_Lean_TGF-B,,,NAFT18012_P2A2_D14_62_S14
GSM5135618,Liver MPS co-culture tissue,Fat_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_TGF-B,SRA,Liver_MPS_Fat_TGF-B,,,NAFT18012_P2A6_D14_66_S17
GSM5135619,Liver MPS co-culture tissue,Fat_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose,SRA,Liver_MPS_Fat_Fructose,,,NAFT18012_P2B4_D14_70_S20
GSM5135620,Liver MPS co-culture tissue,Lean_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_TGF-B,SRA,Liver_MPS_Lean_LPS_TGF-B,,,NAFT18012_P3A2_D14_74_S23
GSM5135621,Liver MPS co-culture tissue,Fat_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_TGF-B,SRA,Liver_MPS_Fat_LPS_TGF-B,,,NAFT18012_P3A6_D14_78_S3
GSM5135622,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18012_P3B4_D14_82_S6
GSM5135623,Liver MPS co-culture tissue,Lean_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_Fructose,SRA,Liver_MPS_Lean_LPS_Fructose,,,NAFT18013_P1B2_D14_08_S1
GSM5135624,Liver MPS co-culture tissue,Fat_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_Fructose,SRA,Liver_MPS_Fat_LPS_Fructose,,,NAFT18013_P1B6_D14_12_S4
GSM5135625,Liver MPS co-culture tissue,Fat_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose_Cholesterol,SRA,Liver_MPS_Fat_Fructose_Cholesterol,,,NAFT18013_P2A4_D14_16_S7
GSM5135626,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,SRA,Liver_MPS_Lean_Fructose_TGF-B,,,NAFT18013_P2B2_D14_20_S10
GSM5135627,Liver MPS co-culture tissue,Fat_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose_TGF-B,SRA,Liver_MPS_Fat_Fructose_TGF-B,,,NAFT18013_P2B6_D14_24_S13
GSM5135628,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18013_P3A4_D14_28_S16
GSM5135629,Liver MPS co-culture tissue,Reduced_Lean_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_Lean_LPS_Fructose,SRA,Liver_MPS_Reduced_Lean_LPS_Fructose,,,NAFT18013_P3B2_D14_32_S19
GSM5135630,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Fructose,SRA,Liver_MPS_Reduced_NPC_Fat_LPS_Fructose,,,NAFT18013_P3B6_D14_36_S22
GSM5135631,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Fat_Fructose_Cholesterol,,,NAFT18013_P4A4_D14_40_S2
GSM5135632,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose_TGF-B,SRA,Liver_MPS_Reduced_NPC_Lean_Fructose_TGF-B,,,NAFT18013_P4B2_D14_44_S5
GSM5135633,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose_TGF-B,SRA,Liver_MPS_Reduced_NPC_Fat_Fructose_TGF-B,,,NAFT18013_P4B6_D14_48_S8
GSM5135634,Liver MPS co-culture tissue,Lean_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_Cholesterol,SRA,Liver_MPS_Lean_LPS_Cholesterol,,,NAFT18014_P1B2_D14_92_S9
GSM5135635,Liver MPS co-culture tissue,Fat_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_Cholesterol,SRA,Liver_MPS_Fat_LPS_Cholesterol,,,NAFT18014_P1B6_D14_96_S12
GSM5135636,Liver MPS co-culture tissue,Fat_TGF-B_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_TGF-B_Cholesterol,SRA,Liver_MPS_Fat_TGF-B_Cholesterol,,,NAFT18014_P2A4_D14_100_S15
GSM5135637,Liver MPS co-culture tissue,Lean_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Cholesterol,SRA,Liver_MPS_Lean_Cholesterol,,,NAFT18014_P2B2_D14_104_S18
GSM5135638,Liver MPS co-culture tissue,Fat_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Cholesterol,SRA,Liver_MPS_Fat_Cholesterol,,,NAFT18014_P2B6_D14_108_S21
GSM5135639,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18014_P3A4_D14_112_S24
GSM5135640,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Lean_LPS_Cholesterol,,,NAFT18014_P3B1_D14_115_S1
GSM5135641,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Fat_LPS_Cholesterol,,,NAFT18014_P3B4_D14_118_S4
GSM5135642,Liver MPS co-culture tissue,Reduced_NPC_Lean_TGF-B_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_TGF-B_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Lean_TGF-B_Cholesterol,,,NAFT18014_P4A1_D14_121_S7
GSM5135643,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Fat_TGF-B_Cholesterol,,,NAFT18014_P4A4_D14_124_S10
GSM5135644,Liver MPS co-culture tissue,Reduced_NPC_Lean_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Lean_Cholesterol,,,NAFT18014_P4B1_D14_127_S13
GSM5135645,Liver MPS co-culture tissue,Reduced_NPC_Fat_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Fat_Cholesterol,,,NAFT18014_P4B4_D14_130_S16
GSM5135646,Liver MPS co-culture tissue,Lean_LPS_TGF-B_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_TGF-B_Fructose_Cholesterol,SRA,Liver_MPS_Lean_LPS_TGF-B_Fructose_Cholesterol,,,NAFT18014_P5A1_D14_133_S19
GSM5135647,Liver MPS co-culture tissue,Fat_LPS_TGF-B_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS_TGF-B_Fructose_Cholesterol,SRA,Liver_MPS_Fat_LPS_TGF-B_Fructose_Cholesterol,,,NAFT18014_P5A4_D14_136_S22
GSM5135648,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_TGF-B_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_TGF-B_Fructose_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Lean_LPS_TGF-B_Fructose_Cholesterol,,,NAFT18014_P5B1_D14_139_S2
GSM5135649,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_TGF-B_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_TGF-B_Fructose_Cholesterol,SRA,Liver_MPS_Reduced_NPC_Fat_LPS_TGF-B_Fructose_Cholesterol,,,NAFT18014_P5B4_D14_142_S5
GSM5135650,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18015_P1B1_D14_151_S8
GSM5135651,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18015_P1B4_D14_154_S11
GSM5135652,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18015_P1B6_D14_156_S14
GSM5135653,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS,SRA,Liver_MPS_Reduced_NPC_Lean_LPS,,,NAFT18015_P2A2_D14_158_S17
GSM5135654,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS,SRA,Liver_MPS_Reduced_NPC_Fat_LPS,,,NAFT18015_P2A4_D14_160_S20
GSM5135655,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS,SRA,Liver_MPS_Reduced_NPC_Fat_LPS,,,NAFT18015_P2A6_D14_162_S23
GSM5135656,Liver MPS co-culture tissue,Reduced_NPC_Lean_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_TGF-B,SRA,Liver_MPS_Reduced_NPC_Lean_TGF-B,,,NAFT18015_P2B2_D14_164_S3
