gsm,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__genotype,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM9521867,vehicle,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,HepG2,Hepatocyte,Wildtype,vehicle,SRA,HepG2,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195191,,"HepG2,Ctrl"
GSM9521868,MCD,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,HepG2,Hepatocyte,Wildtype,MCD,SRA,HepG2,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195192,,"HepG2, MCD"
GSM9521869,vehicle,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL30172,immortalized BMDM,Macrophage,Wildtype,vehicle,SRA,immortalized BMDM,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195193,,"BMDM, Ctrl"
GSM9521870,MCD,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL30172,immortalized BMDM,Macrophage,Wildtype,MCD,SRA,immortalized BMDM,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195194,,"BMDM, MCD"
GSM9521871,vehicle,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,immortalized human aortic endothelial cells,Endothelial cell,Wildtype,vehicle,SRA,immortalized human aortic endothelial cells,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195195,,"EC, Ctrl"
GSM9521872,MCD,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,immortalized human aortic endothelial cells,Endothelial cell,Wildtype,MCD,SRA,immortalized human aortic endothelial cells,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195196,,"EC, MCD"
GSM9521873,vehicle,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,immortalized hepatic stellate cells,Stellate Cell,Wildtype,vehicle,SRA,immortalized hepatic stellate cells,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195197,,"HSC, Ctrl"
GSM9521874,MCD,NextSeq 2000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Homo sapiens,GPL30173,immortalized hepatic stellate cells,Stellate Cell,Wildtype,MCD,SRA,immortalized hepatic stellate cells,https://www.ncbi.nlm.nih.gov/sra?term=SRX32195198,,"HSC, MCD"
