gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__batch,raw__cell line,raw__cell type,raw__genotype,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM9237356,Human liver,neutrophi,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,neutrophi,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505873,,"Human liver stellate cells LX-2 after neutrophil intervention, con1"
GSM9237357,Human liver,neutrophi,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,neutrophi,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505874,,"Human liver stellate cells LX-2 after neutrophil intervention, con2"
GSM9237358,Human liver,neutrophi,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,neutrophi,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505875,,"Human liver stellate cells LX-2 after neutrophil intervention, con3"
GSM9237359,Human liver,NETs,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,NETs,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505876,,"Human liver stellate cells LX-2 after NETs intervention, exp1"
GSM9237360,Human liver,NETs,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,NETs,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505877,,"Human liver stellate cells LX-2 after NETs intervention, exp2"
GSM9237361,Human liver,NETs,BGISEQ-500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL23227,1,LX-2,liver stellate cell,WT,Human liver,NETs,SRA,Human liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23505878,,"Human liver stellate cells LX-2 after NETs intervention, exp3"
