gsm,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell type,sample_type,source_name,sra_relation,supplementary_files,title
GSM7166275,HiSeq X Ten,cDNA,transcriptomic single cell,RNA-Seq,total RNA,Homo sapiens,GPL20795,macrophage,SRA,macrophage,https://www.ncbi.nlm.nih.gov/sra?term=SRX19951146,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166275/suppl/GSM7166275_iMAC_barcodes.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166275/suppl/GSM7166275_iMAC_features.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166275/suppl/GSM7166275_iMAC_matrix.mtx.gz,"iMAC,scRNAseq"
GSM7166276,HiSeq X Ten,cDNA,transcriptomic single cell,RNA-Seq,total RNA,Homo sapiens,GPL20795,liver organoid,SRA,liver organoid,https://www.ncbi.nlm.nih.gov/sra?term=SRX19951147,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166276/suppl/GSM7166276_LO_barcodes.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166276/suppl/GSM7166276_LO_features.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166276/suppl/GSM7166276_LO_matrix.mtx.gz,"LO,scRNAseq"
GSM7166277,HiSeq X Ten,cDNA,transcriptomic single cell,RNA-Seq,total RNA,Homo sapiens,GPL20795,liver organoid co-cultured with macrophage,SRA,liver organoid co-cultured with macrophage,https://www.ncbi.nlm.nih.gov/sra?term=SRX19951148,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166277/suppl/GSM7166277_LOiMAC_barcodes.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166277/suppl/GSM7166277_LOiMAC_features.tsv.gz | ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7166nnn/GSM7166277/suppl/GSM7166277_LOiMAC_matrix.mtx.gz,"LOiMAC,scRNAseq"
