gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM8791416,Liver,Scrambled siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,Scrambled siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658220,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791416/suppl/GSM8791416_A1_quants.sf.gz,D24-Scrambled
GSM8791417,Liver,REST siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,REST siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658221,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791417/suppl/GSM8791417_A2_quants.sf.gz,D24-siREST
GSM8791418,Liver,Scrambled siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,Scrambled siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658222,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791418/suppl/GSM8791418_A3_quants.sf.gz,D51-Scrambled
GSM8791419,Liver,REST siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,REST siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658223,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791419/suppl/GSM8791419_A4_quants.sf.gz,D51-siREST
GSM8791420,Liver,Scrambled siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,Scrambled siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658224,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791420/suppl/GSM8791420_A5_quants.sf.gz,D62-Scrambled
GSM8791421,Liver,REST siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,REST siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658225,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791421/suppl/GSM8791421_A6_quants.sf.gz,D62-siREST
GSM8791422,Liver,Scrambled siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,Scrambled siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658226,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791422/suppl/GSM8791422_A7_quants.sf.gz,D83-Scrambled
GSM8791423,Liver,REST siRNA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Primary human Hepatic Stellate Cells,Primary human Hepatic Stellate Cells,Liver,REST siRNA,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX27658227,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8791nnn/GSM8791423/suppl/GSM8791423_A8_quants.sf.gz,D83-siREST
