gsm,canon__age,canon__sex,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__Sex,raw__age,raw__cell type,raw__clinic status,raw__clinical outcome,raw__infection,raw__selection marker,raw__sofa score,raw__strain,raw__time point,raw__tissue,raw__treatment(1),sample_type,source_name,sra_relation,supplementary_files,title
GSM5203165,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN PIC ND doublet 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421448,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203165/suppl/GSM5203165_AB10014.txt.gz,Sample 1_AB10014
GSM5203166,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN PIC MCDD doublet 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421449,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203166/suppl/GSM5203166_AB10015.txt.gz,Sample 2_AB10015
GSM5203167,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN PIC  MCDD doublet 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421466,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203167/suppl/GSM5203167_AB10016.txt.gz,Sample 3_AB10016
GSM5203168,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN DC  MCDD 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421467,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203168/suppl/GSM5203168_AB10019.txt.gz,Sample 4_AB10019
GSM5203169,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN T  MCDD 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421468,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203169/suppl/GSM5203169_AB10020.txt.gz,Sample 5_AB10020
GSM5203170,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN T ND 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421469,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203170/suppl/GSM5203170_AB10506.txt.gz,Sample 6_AB10506
GSM5203171,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN T ND 4,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421470,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203171/suppl/GSM5203171_AB10507.txt.gz,Sample 7_AB10507
GSM5203172,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN T ND 5,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421471,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203172/suppl/GSM5203172_AB10508.txt.gz,Sample 8_AB10508
GSM5203173,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN DC ND 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421472,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203173/suppl/GSM5203173_AB10509.txt.gz,Sample 9_AB10509
GSM5203174,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN DC ND 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421473,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203174/suppl/GSM5203174_AB10510.txt.gz,Sample 10_AB10510
GSM5203175,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN T ND 6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421474,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203175/suppl/GSM5203175_AB10511.txt.gz,Sample 11_AB10511
GSM5203176,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN T MCDD 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421475,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203176/suppl/GSM5203176_AB10512.txt.gz,Sample 12_AB10512
GSM5203177,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN T MCDD 4,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421476,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203177/suppl/GSM5203177_AB10513.txt.gz,Sample 13_AB10513
GSM5203178,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN T MCDD 5,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421477,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203178/suppl/GSM5203178_AB10514.txt.gz,Sample 14_AB10514
GSM5203179,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN DC MCDD 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421478,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203179/suppl/GSM5203179_AB10515.txt.gz,Sample 15_AB10515
GSM5203180,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN DC MCDD 4,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421479,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203180/suppl/GSM5203180_AB10516.txt.gz,Sample 16_AB10516
GSM5203181,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN DC MCDD 5,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421480,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203181/suppl/GSM5203181_AB10517.txt.gz,Sample 17_AB10517
GSM5203182,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,LLN ND LLN PIC 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421481,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203182/suppl/GSM5203182_AB10518.txt.gz,Sample 18_AB10518
GSM5203183,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,LLN MCDD LLN PIC 3,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421450,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203183/suppl/GSM5203183_AB10519.txt.gz,Sample 19_AB10519
GSM5203184,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,T ND 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421451,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203184/suppl/GSM5203184_AB10803.txt.gz,Sample 20_AB10803
GSM5203185,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,T ND 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421452,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203185/suppl/GSM5203185_AB10804.txt.gz,Sample 21_AB10804
GSM5203186,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,T ND 6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421453,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203186/suppl/GSM5203186_AB10805.txt.gz,Sample 22_AB10805
GSM5203187,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,T MCDD 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421454,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203187/suppl/GSM5203187_AB10806.txt.gz,Sample 23_AB10806
GSM5203188,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,T MCDD 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421455,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203188/suppl/GSM5203188_AB10807.txt.gz,Sample 24_AB10807
GSM5203189,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,T,,,NA,CD45+TCRB+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,T MCDD 6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421456,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203189/suppl/GSM5203189_AB10808.txt.gz,Sample 25_AB10808
GSM5203190,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,DC ND 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421457,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203190/suppl/GSM5203190_AB10809.txt.gz,Sample 26_AB10809
GSM5203191,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,DC ND 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421458,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203191/suppl/GSM5203191_AB10810.txt.gz,Sample 27_AB10810
GSM5203192,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,DC ND 6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421459,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203192/suppl/GSM5203192_AB10811.txt.gz,Sample 28_AB10811
GSM5203193,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,DC MCDD 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421460,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203193/suppl/GSM5203193_AB10812.txt.gz,Sample 29_AB10812
GSM5203194,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,DC MCDD 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421461,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203194/suppl/GSM5203194_AB10813.txt.gz,Sample 30_AB10813
GSM5203195,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,ND PIC 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421462,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203195/suppl/GSM5203195_AB10814.txt.gz,Sample 31_AB10814
GSM5203196,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,ND,SRA,ND PIC 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421463,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203196/suppl/GSM5203196_AB10815.txt.gz,Sample 32_AB10815
GSM5203197,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,MCDD PIC 1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421464,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203197/suppl/GSM5203197_AB10816.txt.gz,Sample 33_AB10816
GSM5203198,,,liver lymph nodes,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL24247,,,PIC (T + cDC),,,NA,CD45+Lin-MHC-II+CD11c+TCRb+,,c57bl,2 weeks,liver lymph nodes,MCDD,SRA,MCDD PIC 2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421465,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203198/suppl/GSM5203198_AB10817.txt.gz,Sample 34_AB10817
GSM5203199,,,Bone marrow,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CDP,,,NA,Lin+ CD135+CSF1R+CD117int,,c57bl,2 weeks,Bone marrow,ND,SRA,ND1 BM CDP,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421482,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203199/suppl/GSM5203199_AB1088.txt.gz,Sample 35_AB1088
GSM5203200,,,Bone marrow,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CDP,,,NA,Lin+ CD135+CSF1R+CD117int,,c57bl,2 weeks,Bone marrow,ND,SRA,ND2 BM CDP,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421483,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203200/suppl/GSM5203200_AB1089.txt.gz,Sample 36_AB1089
GSM5203201,,,Bone marrow,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CDP,,,NA,Lin+ CD135+CSF1R+CD117int,,c57bl,2 weeks,Bone marrow,MCDD,SRA,MCDD1 BM CDP,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421484,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203201/suppl/GSM5203201_AB1090.txt.gz,Sample 37_AB1090
GSM5203202,,,Bone marrow,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CDP,,,NA,Lin+ CD135+CSF1R+CD117int,,c57bl,2 weeks,Bone marrow,MCDD,SRA,MCDD2 BM CDP,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421485,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203202/suppl/GSM5203202_AB1091.txt.gz,Sample 38_AB1091
GSM5203203,,,Blood,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,Blood,ND,SRA,ND1 blood cDC,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421486,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203203/suppl/GSM5203203_AB1092.txt.gz,Sample 39_AB1092
GSM5203204,,,Blood,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,Blood,ND,SRA,ND2 blood cDC,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421487,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203204/suppl/GSM5203204_AB1093.txt.gz,Sample 40_AB1093
GSM5203205,,,Blood,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,Blood,MCDD,SRA,MCDD1 blood cDC,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421488,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203205/suppl/GSM5203205_AB1094.txt.gz,Sample 41_AB1094
GSM5203206,,,Blood,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,cDC,,,NA,CD45+Lin-MHC-II+CD11c+,,c57bl,2 weeks,Blood,MCDD,SRA,MCDD2 blood cDC,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421489,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203206/suppl/GSM5203206_AB1095.txt.gz,Sample 42_AB1095
GSM5203207,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,2 weeks,liver,ND,SRA,2 weeks ND 1.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421490,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203207/suppl/GSM5203207_AB137.txt.gz,Sample 43_AB137
GSM5203208,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,2 weeks,liver,ND,SRA,2 weeks ND2.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421491,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203208/suppl/GSM5203208_AB138.txt.gz,Sample 44_AB138
GSM5203209,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,2 weeks,liver,MCDD,SRA,2 weeks MCDD1.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421492,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203209/suppl/GSM5203209_AB139.txt.gz,Sample 45_AB139
GSM5203210,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,2 weeks,liver,MCDD,SRA,2 weeksMCDD2.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421493,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203210/suppl/GSM5203210_AB140.txt.gz,Sample 46_AB140
GSM5203211,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,8 weeks,liver,ND,SRA,8 weeks ND1.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421494,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203211/suppl/GSM5203211_AB141.txt.gz,Sample 47_AB141
GSM5203212,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,8 weeks,liver,ND,SRA,8 weeks ND2.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421495,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203212/suppl/GSM5203212_AB142.txt.gz,Sample 48_AB142
GSM5203213,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,8 weeks,liver,MCDD,SRA,8 weeks MCDD1.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421496,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203213/suppl/GSM5203213_AB143.txt.gz,Sample 49_AB143
GSM5203214,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,8 weeks,liver,MCDD,SRA,8 weeks MCDD2.6,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421497,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203214/suppl/GSM5203214_AB144.txt.gz,Sample 50_AB144
GSM5203215,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,4 weeks,liver,ND,SRA,4 weeks ND 1.1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421514,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203215/suppl/GSM5203215_AB172.txt.gz,Sample 51_AB172
GSM5203216,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,4 weeks,liver,ND,SRA,4 weeks ND 1.2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421515,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203216/suppl/GSM5203216_AB173.txt.gz,Sample 52_AB173
GSM5203217,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,4 weeks,liver,MCDD,SRA,4 weeks MCDD 1.1,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421516,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203217/suppl/GSM5203217_AB174.txt.gz,Sample 53_AB174
GSM5203218,,,liver,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,polyA RNA,Mus musculus,GPL19057,,,CD45+ Immune cells,,,NA,CD45+,,c57bl,4 weeks,liver,MCDD,SRA,4 weeks MCDD 1.2,https://www.ncbi.nlm.nih.gov/sra?term=SRX10421517,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5203nnn/GSM5203218/suppl/GSM5203218_AB175.txt.gz,Sample 54_AB175
