gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__genotype,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM8128633,liver,normal chow diet,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Mus musculus,GPL30215,,,WT,liver,normal chow diet,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849565,,"WT Liver, ND, 4 months"
GSM8128634,liver,high fat high cholesterol diet,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Mus musculus,GPL30215,,,WT,liver,high fat high cholesterol diet,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849566,,"WT Liver, HFHC, 4 months"
GSM8128635,liver,AMLN diet,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Mus musculus,GPL30215,,,WT,liver,AMLN diet,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849567,,"WT Liver, AMLN, 3 months"
GSM8128636,liver,AMLN diet,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Mus musculus,GPL30215,,,Gpnmb knockout,liver,AMLN diet,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849568,,"Gpnmb KO Liver, AMLN, 3 months"
GSM8128637,,vehicle for 8 h,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL30209,Huh7 cell line,human hepatic cell,RYK overexpression,,vehicle for 8 h,SRA,Huh7 cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849569,,"Huh7 RYK1, Veh, 8 h"
GSM8128638,,GPNMB ECD for 8 h,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL30209,Huh7 cell line,human hepatic cell,RYK overexpression,,GPNMB ECD for 8 h,SRA,Huh7 cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849570,,"Huh7 RYK1, Gpnmb ECD, 8 h"
GSM8128639,,vehicle for 8 h,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL30209,Huh7 cell line,human hepatic cell,RYK overexpression,,vehicle for 8 h,SRA,Huh7 cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849571,,"Huh7 RYK2, Veh, 8 h"
GSM8128640,,GPNMB ECD for 8 h,MGISEQ-2000RS,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL30209,Huh7 cell line,human hepatic cell,RYK overexpression,,GPNMB ECD for 8 h,SRA,Huh7 cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX23849572,,"Huh7 RYK2, Gpnmb ECD, 8 h"
