gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM8846370,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002653,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846370/suppl/GSM8846370_LX-2_control_siRNA_+_palmitic_acid_1.csv.gz,LX-2_control siRNA + palmitic acid_1
GSM8846371,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002654,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846371/suppl/GSM8846371_LX-2_control_siRNA_+_palmitic_acid_2.csv.gz,LX-2_control siRNA + palmitic acid_2
GSM8846372,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002655,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846372/suppl/GSM8846372_LX-2_control_siRNA_+_palmitic_acid_3.csv.gz,LX-2_control siRNA + palmitic acid_3
GSM8846373,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002656,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846373/suppl/GSM8846373_LX-2_PERK_siRNA_+_palmitic_acid_1.csv.gz,LX-2_PERK siRNA + palmitic acid_1
GSM8846374,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002657,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846374/suppl/GSM8846374_LX-2_PERK_siRNA_+_palmitic_acid_2.csv.gz,LX-2_PERK siRNA + palmitic acid_2
GSM8846375,cell line,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,LX-2,mesenchymal,cell line,SRA,cell line,https://www.ncbi.nlm.nih.gov/sra?term=SRX28002658,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8846nnn/GSM8846375/suppl/GSM8846375_LX-2_PERK_siRNA_+_palmitic_acid_3.csv.gz,LX-2_PERK siRNA + palmitic acid_3
