gsm,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__agent,raw__cell line,raw__cell type,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM2946632,PCB_10nM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_10nM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595412,,PCB_10nM Combined_RM39
GSM2946633,PCB_100pM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_100pM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595413,,PCB_100pM Combined_RM40
GSM2946634,Control | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Control,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595414,,Control Combined_RM55
GSM2946635,PCB_1uM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_1uM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595415,,PCB_1uM Combined_RM56
GSM2946636,PCB_10nM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_10nM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595416,,PCB_10nM Combined_RM57
GSM2946637,PCB_100pM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_100pM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595417,,PCB_100pM Combined_RM58
GSM2946638,Control | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Control,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595418,,Control Combined_RM73
GSM2946639,PCB_1uM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_1uM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595419,,PCB_1uM Combined_RM74
GSM2946640,PCB_10nM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_10nM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595420,,PCB_10nM Combined_RM75
GSM2946641,PCB_100pM | PCB 126,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,PCB 126,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,PCB_100pM,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595421,,PCB_100pM Combined_RM76
GSM2946642,Glyphosate_0.1g/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_0.1g/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595422,,Glyphosate_0.1g/L Combined_RM05
GSM2946643,Glyphosate_1mg/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_1mg/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595423,,Glyphosate_1mg/L Combined_RM06
GSM2946644,Glyphosate_10ug/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595424,,Glyphosate_10ug/L Combined_RM07
GSM2946645,Roundup_10ug/L | Roundup,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Roundup,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Roundup_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595425,,Roundup_10ug/L Combined_RM08
GSM2946646,Glyphosate_0.1g/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_0.1g/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595426,,Glyphosate_0.1g/L Combined_RM23
GSM2946647,Glyphosate_1mg/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_1mg/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595427,,Glyphosate_1mg/L Combined_RM24
GSM2946648,Glyphosate_10ug/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595428,,Glyphosate_10ug/L Combined_RM25
GSM2946649,Roundup_10ug/L | Roundup,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Roundup,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Roundup_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595429,,Roundup_10ug/L Combined_RM26
GSM2946650,Glyphosate_0.1g/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_0.1g/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595430,,Glyphosate_0.1g/L Combined_RM41
GSM2946651,Glyphosate_1mg/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_1mg/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595431,,Glyphosate_1mg/L Combined_RM42
GSM2946652,Glyphosate_10ug/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595432,,Glyphosate_10ug/L Combined_RM43
GSM2946653,Roundup_10ug/L | Roundup,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Roundup,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Roundup_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595433,,Roundup_10ug/L Combined_RM44
GSM2946654,Glyphosate_0.1g/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_0.1g/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595434,,Glyphosate_0.1g/L Combined_RM59
GSM2946655,Glyphosate_1mg/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_1mg/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595435,,Glyphosate_1mg/L Combined_RM60
GSM2946656,Glyphosate_10ug/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595436,,Glyphosate_10ug/L Combined_RM61
GSM2946657,Roundup_10ug/L | Roundup,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Roundup,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Roundup_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595437,,Roundup_10ug/L Combined_RM62
GSM2946658,Glyphosate_0.1g/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_0.1g/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595438,,Glyphosate_0.1g/L Combined_RM77
GSM2946659,Glyphosate_1mg/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_1mg/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595439,,Glyphosate_1mg/L Combined_RM78
GSM2946660,Glyphosate_10ug/L | glyphosate,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,glyphosate,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Glyphosate_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595440,,Glyphosate_10ug/L Combined_RM79
GSM2946661,Roundup_10ug/L | Roundup,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Roundup,HepaRGTM cells (HPR 116),terminally differentiated hepatic cells,Roundup_10ug/L,SRA,HepaRGTM cells (HPR 116),https://www.ncbi.nlm.nih.gov/sra?term=SRX3595441,,Roundup_10ug/L Combined_RM80
