gsm,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__cell line,raw__cell type,raw__genotype,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM9056550,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,WT,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266676,,L02 cells，Control，FFAs750μM，rep1
GSM9056551,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,WT,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266677,,L02 cells，Control，FFAs750μM，rep2
GSM9056552,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,WT,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266678,,L02 cells，Control，FFAs750μM，rep3
GSM9056553,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,LY6D overexpression,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266679,,L02 cells，LY6D-OE，FFAs750μM，rep1
GSM9056554,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,LY6D overexpression,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266680,,L02 cells，LY6D-OE，FFAs750μM，rep2
GSM9056555,FFAs750μM,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,L02,human embryonic hepatocytes,LY6D overexpression,FFAs750μM,SRA,L02,https://www.ncbi.nlm.nih.gov/sra?term=SRX29266681,,L02 cells，LY6D-OE，FFAs750μM，rep3
